,Unnamed: 0,Filename,Unnamed: 1,Unnamed: 2,Blind_x,Visual_x,Visually Impaired_x,Unnamed: 6,Unnamed: 7,Comment_x,Unnamed: 9,Assign value 1 in the category for which you believe dog belongs based on the results of the visual maze testing,Preemptive Navigation_x,Reactive Turn_x,Disoriented Circling_x,Mean Speed (pixels/sec)_x,Visual Status_x,Expert Status,Blind_y,Visual_y,Visually Impaired_y,Comment_y,Preemptive Navigation_y,Reactive Turn_y,Disoriented Circling_y,Mean Speed (pixels/sec)_y,Visual Status_y,Non-Expert Status
304,384,IMG_0484.MOV,,,1.0,,,,,,,,40.0,56.0,9.0,896.5464577,2.0,1.0,1.0,,,uses smell for orientation,40,56,9,896.5464577,2,1.0
305,385,IMG_0568.MOV,,,1.0,,,,,doesn’t move at all,,,37.0,29.0,7.0,633.6459188,2.0,1.0,1.0,,,,37,29,7,633.6459188,2,1.0
306,386,IMG_0979.MOV,,,,1.0,,,,,,,19.0,45.0,6.0,1202.33853,2.0,3.0,,1.0,,,19,45,6,1202.33853,2,3.0
307,387,IMG_1007.MOV,,,,1.0,,,,,,,25.0,34.0,4.0,1124.119859,2.0,3.0,,1.0,,,25,34,4,1124.119859,2,3.0
308,388,IMG_1379.MOV,,,1.0,,,,,,,,27.0,48.0,10.0,886.3277192,2.0,1.0,,,1.0,,27,48,10,886.3277192,2,2.0
309,389,IMG_1915.MOV,,,1.0,,,,,probably it could see big objects,,,38.0,62.0,2.0,832.6703828,2.0,1.0,,,1.0,,38,62,2,832.6703828,2,2.0
310,390,IMG_1944.MOV,,,,,,,,there is no enough data,,,23.0,39.0,8.0,980.2098223,2.0,,,,1.0,,23,39,8,980.2098223,2,2.0
311,391,IMG_2005.MOV,,,,,,,,there is no enough data,,,7.0,32.0,5.0,1241.769348,1.0,,1.0,,,,7,32,5,1241.769348,1,1.0
312,392,IMG_2040.MOV,,,1.0,,,,,,,,10.0,16.0,2.0,760.1860714,2.0,1.0,1.0,,,,10,16,2,760.1860714,2,1.0
313,393,IMG_2075.MOV,,,,,1.0,,,,,,28.0,32.0,8.0,709.1351505,2.0,2.0,1.0,,,uses smell for orientation,28,32,8,709.1351505,2,1.0
314,394,IMG_2089.MOV,,,,,1.0,,,almost blind but could see big black things,,,13.0,32.0,5.0,930.5193798,2.0,2.0,,,1.0,,13,32,5,930.5193798,2,2.0
315,395,IMG_2377.MOV,,,,1.0,,,,,,,9.0,39.0,3.0,1275.142934,2.0,3.0,,1.0,,,9,39,3,1275.142934,2,3.0
316,396,IMG_2406.MOV,,,,1.0,,,,,,,11.0,19.0,3.0,868.0536701,2.0,3.0,,1.0,,,11,19,3,868.0536701,2,3.0
317,397,IMG_2431.MOV,,,,1.0,,,,,,,46.0,34.0,6.0,700.357327,2.0,3.0,,1.0,,,46,34,6,700.357327,2,3.0
318,398,IMG_2748.MOV,,,1.0,,,,,there is no enough data,,,40.0,57.0,11.0,792.9034443,2.0,1.0,1.0,,,,40,57,11,792.9034443,2,1.0
319,399,IMG_3332.MOV,,,1.0,,,,,,,,19.0,22.0,4.0,736.5853997,2.0,1.0,1.0,,,,19,22,4,736.5853997,2,1.0
320,400,IMG_3481.MOV,,,1.0,,,,,,,,13.0,37.0,3.0,1004.947942,2.0,1.0,1.0,,,,13,37,3,1004.947942,2,1.0
321,401,IMG_3660.MOV,,,,1.0,,,,,,,2.0,12.0,1.0,1211.029969,1.0,3.0,,1.0,,,2,12,1,1211.029969,1,3.0
322,402,IMG_3847.MOV,,,1.0,,,,,,,,23.0,49.0,10.0,1087.635576,2.0,1.0,,,1.0,,23,49,10,1087.635576,2,2.0
323,403,IMG_3855.MOV,,,1.0,,,,,,,,14.0,38.0,5.0,1113.552176,2.0,1.0,,,1.0,,14,38,5,1113.552176,2,2.0
324,404,IMG_3874.MOV,,,,1.0,,,,,,,7.0,12.0,0.0,1124.497604,1.0,3.0,,1.0,,,7,12,0,1124.497604,1,3.0
325,405,IMG_3961.MOV,,,,1.0,,,,,,,4.0,43.0,6.0,1637.40234,1.0,3.0,,1.0,,,4,43,6,1637.40234,1,3.0
326,406,IMG_4079.MOV,,,1.0,,,,,,,,15.0,34.0,5.0,975.6733475,2.0,1.0,,,1.0,,15,34,5,975.6733475,2,2.0
327,407,IMG_4331.MOV,,,1.0,,,,,,,,19.0,53.0,6.0,1055.293803,2.0,1.0,,,1.0,,19,53,6,1055.293803,2,2.0
328,408,IMG_4333.MOV,,,,1.0,,,,probably had decreased sight,,,15.0,31.0,8.0,1021.084004,2.0,3.0,,,1.0,,15,31,8,1021.084004,2,2.0
329,409,IMG_4345.MOV,,,1.0,,,,,there is no enough data,,,8.0,19.0,4.0,1011.859672,2.0,1.0,,,1.0,walks slow without orientation,8,19,4,1011.859672,2,2.0
330,410,IMG_4578.MOV,,,,,1.0,,,,,,8.0,42.0,5.0,1189.780964,2.0,2.0,,,1.0,walks slow without clear orientation,8,42,5,1189.780964,2,2.0
331,411,IMG_4762.MOV,,,,1.0,,,,,,,31.0,33.0,6.0,849.3497973,2.0,3.0,,,1.0,,31,33,6,849.3497973,2,2.0
332,412,IMG_4849.MOV,,,,1.0,,,,,,,2.0,6.0,0.0,1251.105205,1.0,3.0,,1.0,,,2,6,0,1251.105205,1,3.0
333,413,IMG_4946.MOV,,,,,,,,,,,24.0,46.0,12.0,852.6015433,2.0,,1.0,,,,24,46,12,852.6015433,2,1.0
334,416,iPhone Aug 31 2016 068.MOV,,,1.0,,,,,,,,21.0,23.0,6.0,608.1750256,2.0,1.0,1.0,,,,21,23,6,608.1750256,2,1.0
335,417,iPhone Aug 31 2016 083.MOV,,,,1.0,,,,probably was blind but lucky,,,13.0,35.0,4.0,1492.421571,2.0,3.0,,,1.0,Walks very slow,13,35,4,1492.421571,2,2.0
336,418,iPhone Aug 31 2016 218.MOV,,,1.0,,,,,acted like blind but didnt hit anything,,,20.0,50.0,3.0,1202.817657,2.0,1.0,1.0,,,,20,50,3,1202.817657,2,1.0
337,419,iPhone Aug 31 2016 243.MOV,,,1.0,,,,,,,,3.0,18.0,2.0,1181.558777,1.0,1.0,1.0,,,,3,18,2,1181.558777,1,1.0
338,420,iPhone Aug 31 2016 313.MOV,,,,1.0,,,,,,,13.0,35.0,5.0,1121.849999,2.0,3.0,,,1.0,,13,35,5,1121.849999,2,2.0
339,421,iPhone Aug 31 2016 358.MOV,,,,1.0,,,,,,,44.0,48.0,6.0,829.2224922,2.0,3.0,1.0,,,,44,48,6,829.2224922,2,1.0
340,422,iPhone Aug 31 2016 363.MOV,,,1.0,,,,,,,,10.0,30.0,4.0,994.2740918,2.0,1.0,1.0,,,,10,30,4,994.2740918,2,1.0
341,423,iPhone Aug 31 2016 368.MOV,,,,1.0,,,,,,,10.0,20.0,2.0,1290.478629,2.0,3.0,,,1.0,,10,20,2,1290.478629,2,2.0
342,424,iPhone Aug 31 2016 552.MOV,,,,1.0,,,,,,,17.0,38.0,2.0,1334.840472,2.0,3.0,,1.0,,,17,38,2,1334.840472,2,3.0
343,425,iPhone Aug 31 2016 555.MOV,,,1.0,,,,,probably it could see big objects,,,51.0,64.0,12.0,740.9139081,2.0,1.0,,,1.0,Walks very slow,51,64,12,740.9139081,2,2.0
344,461,Samsung Galaxy 10-2013 113.mp4,,,1.0,,,,,,,,63.0,30.0,16.0,282.2708405,2.0,1.0,1.0,,,,63,30,16,282.2708405,2,1.0
345,462,Samsung Galaxy 10-2013 895.mp4,,,,,1.0,,,there is no enough data,,,27.0,32.0,6.0,478.0841879,2.0,2.0,,1.0,,,27,32,6,478.0841879,2,3.0
346,467,video-2011-10-21-15-28-18.mp4,,,1.0,,,,,,,,95.0,46.0,22.0,280.7540594,2.0,1.0,1.0,,,,95,46,22,280.7540594,2,1.0
347,468,video-2012-08-10-11-23-45.mp4,,,1.0,,,,,,,,17.0,20.0,7.0,426.5293217,3.0,1.0,1.0,,,,17,20,7,426.5293217,3,1.0
348,469,video-2012-10-17-14-51-41.mp4,,,,,1.0,,,didn’t hit anything but the head position was suspicions,,,3.0,8.0,3.0,636.9490297,1.0,2.0,,1.0,,,3,8,3,636.9490297,1,3.0
